#,Customer Name,Branch,Zone,September,October,November
5750,,Garasbaaleey,Tabeelaha,0,0,0
5751,,Garasbaaleey,Tabeelaha,26,11,0
5752,,Garasbaaleey,Tabeelaha,0,0,0
5753,,Garasbaaleey,Tabeelaha,0,0,0
5754,,Garasbaaleey,Tabeelaha,0,0,0
5877,,Garasbaaleey,Tabeelaha,0,0,0
5878,,Garasbaaleey,Tabeelaha,0,0,0
5880,,Garasbaaleey,Tabeelaha,0,0,0
5891,,Garasbaaleey,Tabeelaha,0,16,17
5892,,Garasbaaleey,Tabeelaha,1,0,0
5893,,Garasbaaleey,Tabeelaha,0,0,0
5894,,Garasbaaleey,Tabeelaha,0,0,0
5895,,Garasbaaleey,Tabeelaha,0,0,0
5931,,Garasbaaleey,Tabeelaha,0,0,0
5937,,Garasbaaleey,Tabeelaha,0,0,0
5938,,Garasbaaleey,Tabeelaha,8,7,5
5939,,Garasbaaleey,Tabeelaha,11,7,6
5940,,Garasbaaleey,Tabeelaha,0,0,0
5941,,Garasbaaleey,Tabeelaha,2,0,5
5942,,Garasbaaleey,Tabeelaha,0,16,14
5943,,Garasbaaleey,Tabeelaha,0,0,0
5965,,Garasbaaleey,Tabeelaha,0,0,0
5970,,Garasbaaleey,Tabeelaha,0,0,0
5984,,Garasbaaleey,Tabeelaha,0,0,0
5985,,Garasbaaleey,Tabeelaha,0,0,0
5986,,Garasbaaleey,Tabeelaha,0,0,0
6008,,Garasbaaleey,Tabeelaha,5,4,0
6009,,Garasbaaleey,Tabeelaha,0,0,0
6010,,Garasbaaleey,Tabeelaha,16,5,4
6011,,Garasbaaleey,Tabeelaha,0,0,28
6023,,Garasbaaleey,Tabeelaha,0,0,0
6027,,Garasbaaleey,Tabeelaha,0,0,0
6028,,Garasbaaleey,Tabeelaha,0,0,0
6029,,Garasbaaleey,Tabeelaha,0,0,0
6141,,Garasbaaleey,Tabeelaha,0,0,0
6142,,Garasbaaleey,Tabeelaha,0,0,0.75
6162,,Garasbaaleey,Tabeelaha,0,0,0
6176,,Garasbaaleey,Tabeelaha,0,0,0
6179,,Garasbaaleey,Tabeelaha,0,0,0
6186,,Garasbaaleey,Tabeelaha,0,0,0
6187,,Garasbaaleey,Tabeelaha,0,0,0
6214,,Garasbaaleey,Tabeelaha,0,0,0
6227,,Garasbaaleey,Tabeelaha,8,10,0
6231,,Garasbaaleey,Tabeelaha,14,12,14
6232,,Garasbaaleey,Tabeelaha,0,0,0
6254,,Garasbaaleey,Tabeelaha,0,0,0
6264,,Garasbaaleey,Tabeelaha,0,0,0
6277,,Garasbaaleey,Tabeelaha,0,0,0
6320,,Garasbaaleey,Tabeelaha,0,0,0
6334,,Garasbaaleey,Tabeelaha,0,0,0
6335,,Garasbaaleey,Tabeelaha,0,0,0
6341,,Garasbaaleey,Tabeelaha,0,0,0
6359,,Garasbaaleey,Tabeelaha,0,0,0
6366,,Garasbaaleey,Tabeelaha,16,12,14
6387,,Garasbaaleey,Tabeelaha,0,61,1
6393,,Garasbaaleey,Tabeelaha,0,0,0
6396,,Garasbaaleey,Tabeelaha,0,0,0
6397,,Garasbaaleey,Tabeelaha,0,0,0
6402,,Garasbaaleey,Tabeelaha,0,0,0
6409,,Garasbaaleey,Tabeelaha,26,15,17
6422,,Garasbaaleey,Tabeelaha,0,0,0
6448,,Garasbaaleey,Tabeelaha,0,0,0
6449,,Garasbaaleey,Tabeelaha,3,0,8
6450,,Garasbaaleey,Tabeelaha,0,0,0
6470,,Garasbaaleey,Tabeelaha,0,0,0
6473,,Garasbaaleey,Tabeelaha,0,0,0
6474,,Garasbaaleey,Tabeelaha,0,0,1.75
6500,,Garasbaaleey,Tabeelaha,0,0,0
6505,,Garasbaaleey,Tabeelaha,0,0,0
6506,,Garasbaaleey,Tabeelaha,30,0,25
6525,,Garasbaaleey,Tabeelaha,0,0,0
6585,,Garasbaaleey,Tabeelaha,0,0,0
6608,,Garasbaaleey,Tabeelaha,4,4,8
6616,,Garasbaaleey,Tabeelaha,4,5,4
6617,,Garasbaaleey,Tabeelaha,0,0,0
6666,,Garasbaaleey,Tabeelaha,0,0,0
6667,,Garasbaaleey,Tabeelaha,1,2,0
6681,,Garasbaaleey,Tabeelaha,0,0,0
6688,,Garasbaaleey,Tabeelaha,0,0,0
6689,,Garasbaaleey,Tabeelaha,0,0,0
6717,,Garasbaaleey,Tabeelaha,0,0,10
6723,,Garasbaaleey,Tabeelaha,3,10,0
6726,,Garasbaaleey,Tabeelaha,0,0,0
6740,,Garasbaaleey,Tabeelaha,3,5,3
6741,,Garasbaaleey,Tabeelaha,0,0,0
6746,,Garasbaaleey,Tabeelaha,0,0,0
6748,,Garasbaaleey,Tabeelaha,0,23,15
6808,,Garasbaaleey,Tabeelaha,0,1,14
6866,,Garasbaaleey,Tabeelaha,0,0,0
6867,,Garasbaaleey,Tabeelaha,0,0,0
6878,,Garasbaaleey,Tabeelaha,0,0,0
6879,,Garasbaaleey,Tabeelaha,0,0,0
6884,,Garasbaaleey,Tabeelaha,0,0,0
6904,,Garasbaaleey,Tabeelaha,0,0,0
6946,,Garasbaaleey,Tabeelaha,0,0,0
6954,,Garasbaaleey,Tabeelaha,0,0,0
6955,,Garasbaaleey,Tabeelaha,0,0,0
6980,,Garasbaaleey,Tabeelaha,0,0,26
6981,,Garasbaaleey,Tabeelaha,0,0,0
6991,,Garasbaaleey,Tabeelaha,0,0,0
7046,,Garasbaaleey,Tabeelaha,0,0,0
7053,,Garasbaaleey,Tabeelaha,0,0,0
7130,,Garasbaaleey,Tabeelaha,0,0,0
7567,,Garasbaaleey,Tabeelaha,9,10,0
7657,,Garasbaaleey,Tabeelaha,1,8,8
7658,,Garasbaaleey,Tabeelaha,1,8,0
7677,,Garasbaaleey,Tabeelaha,5,6,5
7678,,Garasbaaleey,Tabeelaha,1,1,9
7702,,Garasbaaleey,Tabeelaha,0,1,0
7703,,Garasbaaleey,Tabeelaha,0,2,0
7704,,Garasbaaleey,Tabeelaha,0,2,0
7705,,Garasbaaleey,Tabeelaha,0,5,5
7712,,Garasbaaleey,Tabeelaha,0,12,30
7766,,Garasbaaleey,Tabeelaha,0,13,8
7823,,Garasbaaleey,Tabeelaha,0,0,9
7824,,Garasbaaleey,Tabeelaha,0,0,9
7825,,Garasbaaleey,Tabeelaha,0,0,5
7826,,Garasbaaleey,Tabeelaha,0,0,6
7839,,Garasbaaleey,Tabeelaha,0,0,18
7840,,Garasbaaleey,Tabeelaha,0,0,6
7841,,Garasbaaleey,Tabeelaha,0,0,4
7892,,Garasbaaleey,Tabeelaha,0,0,1
7893,,Garasbaaleey,Tabeelaha,0,0,5
,,,,,,
21,,Bakaaro,H.Wadaag 2,66,59,66
34,,Bakaaro,H.Wadaag 2,17,14,17
60,,Bakaaro,H.Wadaag 2,1,4,1
145,,Bakaaro,H.Wadaag 2,14,19,22
184,,Bakaaro,H.Wadaag 2,7,12,12
263,,Bakaaro,H.Wadaag 2,8,10,13
413,,Bakaaro,H.Wadaag 2,7,8,9
2437,,Bakaaro,H.Wadaag 2,10,10,9
2438,,Bakaaro,H.Wadaag 2,19,16,16
2439,,Bakaaro,H.Wadaag 2,24,6,14
2440,,Bakaaro,H.Wadaag 2,9,10,11
2441,,Bakaaro,H.Wadaag 2,8,7,8
2442,,Bakaaro,H.Wadaag 2,9,8,6
2443,,Bakaaro,H.Wadaag 2,27,19,21
2444,,Bakaaro,H.Wadaag 2,9,29,5
2445,,Bakaaro,H.Wadaag 2,16,18,16
2446,,Bakaaro,H.Wadaag 2,15,13,19
2447,,Bakaaro,H.Wadaag 2,3,5,3
2448,,Bakaaro,H.Wadaag 2,1,0,0
2449,,Bakaaro,H.Wadaag 2,15,17,17
2450,,Bakaaro,H.Wadaag 2,7,5,6
2451,,Bakaaro,H.Wadaag 2,17,16,16
2452,,Bakaaro,H.Wadaag 2,5,6,6
2453,,Bakaaro,H.Wadaag 2,9,27,32
2454,,Bakaaro,H.Wadaag 2,22,21,26
2455,,Bakaaro,H.Wadaag 2,5,7,6
2456,,Bakaaro,H.Wadaag 2,10,10,9
2457,,Bakaaro,H.Wadaag 2,19,18,16
2458,,Bakaaro,H.Wadaag 2,22,7,11
2459,,Bakaaro,H.Wadaag 2,8,9,7
2460,,Bakaaro,H.Wadaag 2,12,18,21
2461,,Bakaaro,H.Wadaag 2,17,13,13
2462,,Bakaaro,H.Wadaag 2,14,14,14
2463,,Bakaaro,H.Wadaag 2,14,23,28
2464,,Bakaaro,H.Wadaag 2,19,29,26
2465,,Bakaaro,H.Wadaag 2,3,4,6
2466,,Bakaaro,H.Wadaag 2,26,28,24
2467,,Bakaaro,H.Wadaag 2,10,8,8
2468,,Bakaaro,H.Wadaag 2,15,11,10
2469,,Bakaaro,H.Wadaag 2,9,8,11
2470,,Bakaaro,H.Wadaag 2,9,8,9
2471,,Bakaaro,H.Wadaag 2,13,15,15
2472,,Bakaaro,H.Wadaag 2,16,18,12
2473,,Bakaaro,H.Wadaag 2,8,12,12
2474,,Bakaaro,H.Wadaag 2,25,28,27
2475,,Bakaaro,H.Wadaag 2,11,10,16
2476,,Bakaaro,H.Wadaag 2,2,2,3
2477,,Bakaaro,H.Wadaag 2,3,2,1
2478,,Bakaaro,H.Wadaag 2,12,8,12
2479,,Bakaaro,H.Wadaag 2,4,4,5
2480,,Bakaaro,H.Wadaag 2,17,17,17
2481,,Bakaaro,H.Wadaag 2,6,8,7
2482,,Bakaaro,H.Wadaag 2,22,14,18
2483,,Bakaaro,H.Wadaag 2,16,17,19
2484,,Bakaaro,H.Wadaag 2,13,15,15
2485,,Bakaaro,H.Wadaag 2,22,23,22
2486,,Bakaaro,H.Wadaag 2,10,11,10
2487,,Bakaaro,H.Wadaag 2,4,4,4
2488,,Bakaaro,H.Wadaag 2,11,9,7
2489,,Bakaaro,H.Wadaag 2,4,51,2
2490,,Bakaaro,H.Wadaag 2,14,12,11
2491,,Bakaaro,H.Wadaag 2,0,0,0
2492,,Bakaaro,H.Wadaag 2,18,17,16
2493,,Bakaaro,H.Wadaag 2,12,19,16
2494,,Bakaaro,H.Wadaag 2,2,1,13
2495,,Bakaaro,H.Wadaag 2,9,11,16
2496,,Bakaaro,H.Wadaag 2,14,13,13
2497,,Bakaaro,H.Wadaag 2,5,4,5
2498,,Bakaaro,H.Wadaag 2,2,3,0
2499,,Bakaaro,H.Wadaag 2,5,5,5
2500,,Bakaaro,H.Wadaag 2,25,11,1
2501,,Bakaaro,H.Wadaag 2,11,5,6
2502,,Bakaaro,H.Wadaag 2,15,14,15
2503,,Bakaaro,H.Wadaag 2,13,15,13
2504,,Bakaaro,H.Wadaag 2,4,4,7
2505,,Bakaaro,H.Wadaag 2,19,12,13
2506,,Bakaaro,H.Wadaag 2,11,13,15
2507,,Bakaaro,H.Wadaag 2,14,13,13
2508,,Bakaaro,H.Wadaag 2,10,11,13
2509,,Bakaaro,H.Wadaag 2,23,21,25
2510,,Bakaaro,H.Wadaag 2,2,2,2
2511,,Bakaaro,H.Wadaag 2,19,21,24
2512,,Bakaaro,H.Wadaag 2,7,8,10
2513,,Bakaaro,H.Wadaag 2,18,15,12
2514,,Bakaaro,H.Wadaag 2,10,10,10
2515,,Bakaaro,H.Wadaag 2,14,14,15
2516,,Bakaaro,H.Wadaag 2,22,27,25
2517,,Bakaaro,H.Wadaag 2,8,9,5
2518,,Bakaaro,H.Wadaag 2,8,8,10
2519,,Bakaaro,H.Wadaag 2,9,5,9
2520,,Bakaaro,H.Wadaag 2,25,39,24
2521,,Bakaaro,H.Wadaag 2,1,1,8
2522,,Bakaaro,H.Wadaag 2,18,20,10
2523,,Bakaaro,H.Wadaag 2,1,1,1
2524,,Bakaaro,H.Wadaag 2,1,1,1
2525,,Bakaaro,H.Wadaag 2,3,3,3
2526,,Bakaaro,H.Wadaag 2,23,20,18
2527,,Bakaaro,H.Wadaag 2,6,7,7
2528,,Bakaaro,H.Wadaag 2,7,11,8
2529,,Bakaaro,H.Wadaag 2,1,1,1
2530,,Bakaaro,H.Wadaag 2,1,1,1
2531,,Bakaaro,H.Wadaag 2,3,3,1
2532,,Bakaaro,H.Wadaag 2,1,1,1
2533,,Bakaaro,H.Wadaag 2,3,1,2
2534,,Bakaaro,H.Wadaag 2,11,7,5
2535,,Bakaaro,H.Wadaag 2,6,4,5
2536,,Bakaaro,H.Wadaag 2,1,2,1
2537,,Bakaaro,H.Wadaag 2,4,4,4
2538,,Bakaaro,H.Wadaag 2,12,4,1
2539,,Bakaaro,H.Wadaag 2,1,2,3
2540,,Bakaaro,H.Wadaag 2,17,14,1
2541,,Bakaaro,H.Wadaag 2,11,8,8
2542,,Bakaaro,H.Wadaag 2,0,2,2
2543,,Bakaaro,H.Wadaag 2,7,10,13
2544,,Bakaaro,H.Wadaag 2,17,11,12
2545,,Bakaaro,H.Wadaag 2,4,6,6
2546,,Bakaaro,H.Wadaag 2,22,23,17
2547,,Bakaaro,H.Wadaag 2,20,17,17
2548,,Bakaaro,H.Wadaag 2,7,7,7
2549,,Bakaaro,H.Wadaag 2,14,15,12
2550,,Bakaaro,H.Wadaag 2,9,8,8
2551,,Bakaaro,H.Wadaag 2,6,6,8
2552,,Bakaaro,H.Wadaag 2,4,4,5
2553,,Bakaaro,H.Wadaag 2,19,16,19
2554,,Bakaaro,H.Wadaag 2,3,11,14
2555,,Bakaaro,H.Wadaag 2,16,19,18
2556,,Bakaaro,H.Wadaag 2,4,3,2
2557,,Bakaaro,H.Wadaag 2,17,18,15
2558,,Bakaaro,H.Wadaag 2,14,16,15
2559,,Bakaaro,H.Wadaag 2,1,1,1
2560,,Bakaaro,H.Wadaag 2,3,4,3
2561,,Bakaaro,H.Wadaag 2,87,46,70
2562,,Bakaaro,H.Wadaag 2,10,9,9
2563,,Bakaaro,H.Wadaag 2,10,10,9
2564,,Bakaaro,H.Wadaag 2,2,10,16
2565,,Bakaaro,H.Wadaag 2,10,8,5
2566,,Bakaaro,H.Wadaag 2,2,4,4
2567,,Bakaaro,H.Wadaag 2,3,1,2
2568,,Bakaaro,H.Wadaag 2,3,3,2
2569,,Bakaaro,H.Wadaag 2,3,4,7
2570,,Bakaaro,H.Wadaag 2,47,44,45
2571,,Bakaaro,H.Wadaag 2,0,0,0
2572,,Bakaaro,H.Wadaag 2,4,1,2
2573,,Bakaaro,H.Wadaag 2,12,13,11
2574,,Bakaaro,H.Wadaag 2,147,139,114
2575,,Bakaaro,H.Wadaag 2,3,3,4
2576,,Bakaaro,H.Wadaag 2,1,1,1
2577,,Bakaaro,H.Wadaag 2,12,12,12
2578,,Bakaaro,H.Wadaag 2,9,5,7
2579,,Bakaaro,H.Wadaag 2,3,10,6
2580,,Bakaaro,H.Wadaag 2,24,19,25
2581,,Bakaaro,H.Wadaag 2,10,9,10
2582,,Bakaaro,H.Wadaag 2,7,14,15
2583,,Bakaaro,H.Wadaag 2,7,12,17
2584,,Bakaaro,H.Wadaag 2,1,1,1
2585,,Bakaaro,H.Wadaag 2,2,3,2
2586,,Bakaaro,H.Wadaag 2,19,17,18
2587,,Bakaaro,H.Wadaag 2,1,1,2
2588,,Bakaaro,H.Wadaag 2,5,5,8
2589,,Bakaaro,H.Wadaag 2,16,13,14
2590,,Bakaaro,H.Wadaag 2,5,3,4
2591,,Bakaaro,H.Wadaag 2,16,15,20
2592,,Bakaaro,H.Wadaag 2,9,10,12
2593,,Bakaaro,H.Wadaag 2,0,0,2
2594,,Bakaaro,H.Wadaag 2,16,12,15
2595,,Bakaaro,H.Wadaag 2,2,2,5
2596,,Bakaaro,H.Wadaag 2,6,5,7
2597,,Bakaaro,H.Wadaag 2,3,7,12
2598,,Bakaaro,H.Wadaag 2,2,6,2
2599,,Bakaaro,H.Wadaag 2,3,3,3
2600,,Bakaaro,H.Wadaag 2,18,8,18
2601,,Bakaaro,H.Wadaag 2,8,6,8
2602,,Bakaaro,H.Wadaag 2,8,9,7
2603,,Bakaaro,H.Wadaag 2,3,4,4
2604,,Bakaaro,H.Wadaag 2,15,17,21
2605,,Bakaaro,H.Wadaag 2,17,15,14
2606,,Bakaaro,H.Wadaag 2,16,8,7
2607,,Bakaaro,H.Wadaag 2,11,8,10
2608,,Bakaaro,H.Wadaag 2,7,7,7
2609,,Bakaaro,H.Wadaag 2,14,7,12
2610,,Bakaaro,H.Wadaag 2,20,16,20
2611,,Bakaaro,H.Wadaag 2,14,12,12
2612,,Bakaaro,H.Wadaag 2,2,1,7
2613,,Bakaaro,H.Wadaag 2,16,23,13
2614,,Bakaaro,H.Wadaag 2,9,8,10
2615,,Bakaaro,H.Wadaag 2,96,83,100
2616,,Bakaaro,H.Wadaag 2,7,6,7
2617,,Bakaaro,H.Wadaag 2,5,4,5
2618,,Bakaaro,H.Wadaag 2,5,4,3
2619,,Bakaaro,H.Wadaag 2,11,11,11
2620,,Bakaaro,H.Wadaag 2,16,13,14
2621,,Bakaaro,H.Wadaag 2,1,18,21
2622,,Bakaaro,H.Wadaag 2,2,2,6
2623,,Bakaaro,H.Wadaag 2,8,7,22
2624,,Bakaaro,H.Wadaag 2,20,0,15
2625,,Bakaaro,H.Wadaag 2,2,3,3
2626,,Bakaaro,H.Wadaag 2,37,32,29
2627,,Bakaaro,H.Wadaag 2,21,22,18
2628,,Bakaaro,H.Wadaag 2,9,6,7
2629,,Bakaaro,H.Wadaag 2,11,13,12
2630,,Bakaaro,H.Wadaag 2,5,4,4
2631,,Bakaaro,H.Wadaag 2,5,4,1
2632,,Bakaaro,H.Wadaag 2,11,11,11
2633,,Bakaaro,H.Wadaag 2,14,8,11
2634,,Bakaaro,H.Wadaag 2,11,10,12
2635,,Bakaaro,H.Wadaag 2,6,0,0
2636,,Bakaaro,H.Wadaag 2,15,13,17
2637,,Bakaaro,H.Wadaag 2,13,4,4
2638,,Bakaaro,H.Wadaag 2,5,5,2
2639,,Bakaaro,H.Wadaag 2,2,1,3
2640,,Bakaaro,H.Wadaag 2,4,3,2
2641,,Bakaaro,H.Wadaag 2,2,1,1
2642,,Bakaaro,H.Wadaag 2,14,7,14
2643,,Bakaaro,H.Wadaag 2,11,7,7
2644,,Bakaaro,H.Wadaag 2,11,12,11
2645,,Bakaaro,H.Wadaag 2,37,34,34
2646,,Bakaaro,H.Wadaag 2,9,9,8
2647,,Bakaaro,H.Wadaag 2,3,0,6
2648,,Bakaaro,H.Wadaag 2,1,2,2
2649,,Bakaaro,H.Wadaag 2,24,21,20
2650,,Bakaaro,H.Wadaag 2,3,2,0
2651,,Bakaaro,H.Wadaag 2,0,0,0
2652,,Bakaaro,H.Wadaag 2,0,16,11
2653,,Bakaaro,H.Wadaag 2,3,4,5
2654,,Bakaaro,H.Wadaag 2,10,10,15
2655,,Bakaaro,H.Wadaag 2,5,6,6
2656,,Bakaaro,H.Wadaag 2,18,15,18
2657,,Bakaaro,H.Wadaag 2,10,10,13
2658,,Bakaaro,H.Wadaag 2,22,18,19
2659,,Bakaaro,H.Wadaag 2,5,5,5
2660,,Bakaaro,H.Wadaag 2,30,34,32
2661,,Bakaaro,H.Wadaag 2,12,6,13
2662,,Bakaaro,H.Wadaag 2,8,7,10
2663,,Bakaaro,H.Wadaag 2,9,8,6
2664,,Bakaaro,H.Wadaag 2,15,15,15
2665,,Bakaaro,H.Wadaag 2,3,5,9
2666,,Bakaaro,H.Wadaag 2,3,3,4
2667,,Bakaaro,H.Wadaag 2,7,5,4
2668,,Bakaaro,H.Wadaag 2,13,11,10
2669,,Bakaaro,H.Wadaag 2,1,1,1
2670,,Bakaaro,H.Wadaag 2,5,3,6
2671,,Bakaaro,H.Wadaag 2,4,3,3
2672,,Bakaaro,H.Wadaag 2,5,5,6
2673,,Bakaaro,H.Wadaag 2,10,8,13
2674,,Bakaaro,H.Wadaag 2,11,18,6
2675,,Bakaaro,H.Wadaag 2,5,10,15
2676,,Bakaaro,H.Wadaag 2,7,9,7
2677,,Bakaaro,H.Wadaag 2,20,2,2
2678,,Bakaaro,H.Wadaag 2,18,18,20
2679,,Bakaaro,H.Wadaag 2,6,6,6
2680,,Bakaaro,H.Wadaag 2,10,9,7
2681,,Bakaaro,H.Wadaag 2,8,5,7
2682,,Bakaaro,H.Wadaag 2,6,6,7
2683,,Bakaaro,H.Wadaag 2,6,6,6
2684,,Bakaaro,H.Wadaag 2,1,7,10
2685,,Bakaaro,H.Wadaag 2,3,3,3
2686,,Bakaaro,H.Wadaag 2,0,0,4
2687,,Bakaaro,H.Wadaag 2,10,5,7
2688,,Bakaaro,H.Wadaag 2,5,36,37
2689,,Bakaaro,H.Wadaag 2,10,1,6
2690,,Bakaaro,H.Wadaag 2,7,9,12
2691,,Bakaaro,H.Wadaag 2,21,19,26
2692,,Bakaaro,H.Wadaag 2,10,19,22
2693,,Bakaaro,H.Wadaag 2,52,38,11
2694,,Bakaaro,H.Wadaag 2,1,0,1
2695,,Bakaaro,H.Wadaag 2,2,1,4
2696,,Bakaaro,H.Wadaag 2,11,18,8
2697,,Bakaaro,H.Wadaag 2,7,6,9
2698,,Bakaaro,H.Wadaag 2,0,0,1
2699,,Bakaaro,H.Wadaag 2,0,0,0
2700,,Bakaaro,H.Wadaag 2,9,8,9
5247,,Bakaaro,H.Wadaag 2,19,19,15
5248,,Bakaaro,H.Wadaag 2,21,14,15
5249,,Bakaaro,H.Wadaag 2,7,6,8
5250,,Bakaaro,H.Wadaag 2,9,3,9
5251,,Bakaaro,H.Wadaag 2,7,6,6
5252,,Bakaaro,H.Wadaag 2,2,2,2
5253,,Bakaaro,H.Wadaag 2,7,3,9
5254,,Bakaaro,H.Wadaag 2,6,7,9
5255,,Bakaaro,H.Wadaag 2,5,4,5
5256,,Bakaaro,H.Wadaag 2,4,4,6
5257,,Bakaaro,H.Wadaag 2,4,2,3
5258,,Bakaaro,H.Wadaag 2,14,12,17
5259,,Bakaaro,H.Wadaag 2,1,1,1
5526,,Bakaaro,H.Wadaag 2,63,69,71
5827,,Bakaaro,H.Wadaag 2,22,19,17
5828,,Bakaaro,H.Wadaag 2,4,0,0
5829,,Bakaaro,H.Wadaag 2,10,10,10
5830,,Bakaaro,H.Wadaag 2,29,32,31
5831,,Bakaaro,H.Wadaag 2,11,9,11
5832,,Bakaaro,H.Wadaag 2,25,26,23
5833,,Bakaaro,H.Wadaag 2,6,4,5
5834,,Bakaaro,H.Wadaag 2,30,23,26
5835,,Bakaaro,H.Wadaag 2,11,11,17
5836,,Bakaaro,H.Wadaag 2,11,11,10
5837,,Bakaaro,H.Wadaag 2,18,19,20
5838,,Bakaaro,H.Wadaag 2,7,5,6
5839,,Bakaaro,H.Wadaag 2,20,15,13
5840,,Bakaaro,H.Wadaag 2,18,18,19
5841,,Bakaaro,H.Wadaag 2,31,11,9
5842,,Bakaaro,H.Wadaag 2,7,7,0
5843,,Bakaaro,H.Wadaag 2,18,20,22
5844,,Bakaaro,H.Wadaag 2,15,25,26
5845,,Bakaaro,H.Wadaag 2,6,8,14
5846,,Bakaaro,H.Wadaag 2,14,17,15
5847,,Bakaaro,H.Wadaag 2,6,9,9
5848,,Bakaaro,H.Wadaag 2,2,2,3
5849,,Bakaaro,H.Wadaag 2,5,4,4
5850,,Bakaaro,H.Wadaag 2,12,13,15
5851,,Bakaaro,H.Wadaag 2,8,9,8
5852,,Bakaaro,H.Wadaag 2,8,14,17
5853,,Bakaaro,H.Wadaag 2,8,5,6
5854,,Bakaaro,H.Wadaag 2,7,7,6
5855,,Bakaaro,H.Wadaag 2,14,10,12
5856,,Bakaaro,H.Wadaag 2,10,11,8
5857,,Bakaaro,H.Wadaag 2,15,7,11
5858,,Bakaaro,H.Wadaag 2,13,10,7
5859,,Bakaaro,H.Wadaag 2,23,20,24
5860,,Bakaaro,H.Wadaag 2,2,2,3
5861,,Bakaaro,H.Wadaag 2,4,4,8
6387,,Bakaaro,H.Wadaag 2,22,22,21
6504,,Bakaaro,H.Wadaag 2,21,20,20
6505,,Bakaaro,H.Wadaag 2,30,32,34
6506,,Bakaaro,H.Wadaag 2,9,9,11
6507,,Bakaaro,H.Wadaag 2,32,30,33
6508,,Bakaaro,H.Wadaag 2,16,19,21
6509,,Bakaaro,H.Wadaag 2,8,7,10
6510,,Bakaaro,H.Wadaag 2,9,8,10
6511,,Bakaaro,H.Wadaag 2,3,2,3
6512,,Bakaaro,H.Wadaag 2,30,26,27
6744,,Bakaaro,H.Wadaag 2,18,14,11
6925,,Bakaaro,H.Wadaag 2,15,19,18
6926,,Bakaaro,H.Wadaag 2,19,27,1
6927,,Bakaaro,H.Wadaag 2,12,17,9
6928,,Bakaaro,H.Wadaag 2,17,14,15
6929,,Bakaaro,H.Wadaag 2,23,23,27
6930,,Bakaaro,H.Wadaag 2,14,14,17
6931,,Bakaaro,H.Wadaag 2,13,12,15
6932,,Bakaaro,H.Wadaag 2,16,16,16
6933,,Bakaaro,H.Wadaag 2,13,13,13
6934,,Bakaaro,H.Wadaag 2,14,20,20
6935,,Bakaaro,H.Wadaag 2,16,13,19
6936,,Bakaaro,H.Wadaag 2,15,13,15
6937,,Bakaaro,H.Wadaag 2,12,12,24
6938,,Bakaaro,H.Wadaag 2,13,11,9
6939,,Bakaaro,H.Wadaag 2,29,29,21
6940,,Bakaaro,H.Wadaag 2,8,8,8
6941,,Bakaaro,H.Wadaag 2,20,16,19
6942,,Bakaaro,H.Wadaag 2,15,14,9
6943,,Bakaaro,H.Wadaag 2,15,15,19
6944,,Bakaaro,H.Wadaag 2,2,1,4
6945,,Bakaaro,H.Wadaag 2,3,1,3
6946,,Bakaaro,H.Wadaag 2,8,7,10
6947,,Bakaaro,H.Wadaag 2,17,18,16
6948,,Bakaaro,H.Wadaag 2,14,13,16
6949,,Bakaaro,H.Wadaag 2,15,16,15
6950,,Bakaaro,H.Wadaag 2,5,4,6
6951,,Bakaaro,H.Wadaag 2,14,14,17
6952,,Bakaaro,H.Wadaag 2,9,7,9
6953,,Bakaaro,H.Wadaag 2,8,7,9
6954,,Bakaaro,H.Wadaag 2,14,13,19
6955,,Bakaaro,H.Wadaag 2,7,7,7
6956,,Bakaaro,H.Wadaag 2,2,1,2
6957,,Bakaaro,H.Wadaag 2,21,9,17
6958,,Bakaaro,H.Wadaag 2,12,11,17
6959,,Bakaaro,H.Wadaag 2,10,9,12
6960,,Bakaaro,H.Wadaag 2,11,11,14
6961,,Bakaaro,H.Wadaag 2,22,17,15
7343,,Bakaaro,H.Wadaag 2,17,18,17
7344,,Bakaaro,H.Wadaag 2,5,4,7
7345,,Bakaaro,H.Wadaag 2,20,18,14
7446,,Bakaaro,H.Wadaag 2,32,34,30
7449,,Bakaaro,H.Wadaag 2,3,3,1
7592,,Bakaaro,H.Wadaag 2,16,29,38
7593,,Bakaaro,H.Wadaag 2,5,4,9
7594,,Bakaaro,H.Wadaag 2,26,25,30
7595,,Bakaaro,H.Wadaag 2,39,39,38
7596,,Bakaaro,H.Wadaag 2,19,22,18
7597,,Bakaaro,H.Wadaag 2,4,4,3
7598,,Bakaaro,H.Wadaag 2,11,10,12
7599,,Bakaaro,H.Wadaag 2,28,28,22
7600,,Bakaaro,H.Wadaag 2,14,14,12
7601,,Bakaaro,H.Wadaag 2,12,11,13
7602,,Bakaaro,H.Wadaag 2,12,9,11
7603,,Bakaaro,H.Wadaag 2,5,5,3
7604,,Bakaaro,H.Wadaag 2,16,15,16
7605,,Bakaaro,H.Wadaag 2,17,17,18
7606,,Bakaaro,H.Wadaag 2,9,10,12
7607,,Bakaaro,H.Wadaag 2,13,15,21
7608,,Bakaaro,H.Wadaag 2,18,14,18
7609,,Bakaaro,H.Wadaag 2,9,7,9
7610,,Bakaaro,H.Wadaag 2,7,8,11
7611,,Bakaaro,H.Wadaag 2,7,19,33
7612,,Bakaaro,H.Wadaag 2,14,15,16
